station_id,station_type,lat,lon,capacity,timestamp,bikes_available,docks_available
1,central,41.3763,2.16487,32,2026-03-01 09:00:00,11,21
1,central,41.3763,2.16487,32,2026-03-01 09:15:00,9,23
1,central,41.3763,2.16487,32,2026-03-01 09:30:00,9,23
1,central,41.3763,2.16487,32,2026-03-01 09:45:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 10:00:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 10:15:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 10:30:00,10,22
1,central,41.3763,2.16487,32,2026-03-01 10:45:00,12,20
1,central,41.3763,2.16487,32,2026-03-01 11:00:00,12,20
1,central,41.3763,2.16487,32,2026-03-01 11:15:00,12,20
1,central,41.3763,2.16487,32,2026-03-01 11:30:00,14,18
1,central,41.3763,2.16487,32,2026-03-01 11:45:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 12:00:00,14,18
1,central,41.3763,2.16487,32,2026-03-01 12:15:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 12:30:00,14,18
1,central,41.3763,2.16487,32,2026-03-01 12:45:00,15,17
1,central,41.3763,2.16487,32,2026-03-01 13:00:00,10,22
1,central,41.3763,2.16487,32,2026-03-01 13:15:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 13:30:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 13:45:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 14:00:00,14,18
1,central,41.3763,2.16487,32,2026-03-01 14:15:00,19,13
1,central,41.3763,2.16487,32,2026-03-01 14:30:00,13,19
1,central,41.3763,2.16487,32,2026-03-01 14:45:00,18,14
1,central,41.3763,2.16487,32,2026-03-01 15:00:00,12,20
1,central,41.3763,2.16487,32,2026-03-01 15:15:00,15,17
1,central,41.3763,2.16487,32,2026-03-01 15:30:00,17,15
1,central,41.3763,2.16487,32,2026-03-01 15:45:00,18,14
1,central,41.3763,2.16487,32,2026-03-01 16:00:00,19,13
1,central,41.3763,2.16487,32,2026-03-01 16:15:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 16:30:00,17,15
1,central,41.3763,2.16487,32,2026-03-01 16:45:00,17,15
1,central,41.3763,2.16487,32,2026-03-01 17:00:00,21,11
1,central,41.3763,2.16487,32,2026-03-01 17:15:00,18,14
1,central,41.3763,2.16487,32,2026-03-01 17:30:00,16,16
1,central,41.3763,2.16487,32,2026-03-01 17:45:00,16,16
1,central,41.3763,2.16487,32,2026-03-01 18:00:00,17,15
1,central,41.3763,2.16487,32,2026-03-01 18:15:00,21,11
1,central,41.3763,2.16487,32,2026-03-01 18:30:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 18:45:00,22,10
1,central,41.3763,2.16487,32,2026-03-01 19:00:00,19,13
1,central,41.3763,2.16487,32,2026-03-01 19:15:00,21,11
1,central,41.3763,2.16487,32,2026-03-01 19:30:00,22,10
1,central,41.3763,2.16487,32,2026-03-01 19:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 20:00:00,22,10
1,central,41.3763,2.16487,32,2026-03-01 20:15:00,19,13
1,central,41.3763,2.16487,32,2026-03-01 20:30:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 20:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 21:00:00,18,14
1,central,41.3763,2.16487,32,2026-03-01 21:15:00,22,10
1,central,41.3763,2.16487,32,2026-03-01 21:30:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 21:45:00,21,11
1,central,41.3763,2.16487,32,2026-03-01 22:00:00,22,10
1,central,41.3763,2.16487,32,2026-03-01 22:15:00,22,10
1,central,41.3763,2.16487,32,2026-03-01 22:30:00,22,10
1,central,41.3763,2.16487,32,2026-03-01 22:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 23:00:00,19,13
1,central,41.3763,2.16487,32,2026-03-01 23:15:00,20,12
1,central,41.3763,2.16487,32,2026-03-01 23:30:00,16,16
1,central,41.3763,2.16487,32,2026-03-01 23:45:00,16,16
1,central,41.3763,2.16487,32,2026-03-02 00:00:00,22,10
1,central,41.3763,2.16487,32,2026-03-02 00:15:00,22,10
1,central,41.3763,2.16487,32,2026-03-02 00:30:00,25,7
1,central,41.3763,2.16487,32,2026-03-02 00:45:00,21,11
1,central,41.3763,2.16487,32,2026-03-02 01:00:00,21,11
1,central,41.3763,2.16487,32,2026-03-02 01:15:00,25,7
1,central,41.3763,2.16487,32,2026-03-02 01:30:00,20,12
1,central,41.3763,2.16487,32,2026-03-02 01:45:00,22,10
1,central,41.3763,2.16487,32,2026-03-02 02:00:00,17,15
1,central,41.3763,2.16487,32,2026-03-02 02:15:00,18,14
1,central,41.3763,2.16487,32,2026-03-02 02:30:00,15,17
1,central,41.3763,2.16487,32,2026-03-02 02:45:00,16,16
1,central,41.3763,2.16487,32,2026-03-02 03:00:00,18,14
1,central,41.3763,2.16487,32,2026-03-02 03:15:00,11,21
1,central,41.3763,2.16487,32,2026-03-02 03:30:00,15,17
1,central,41.3763,2.16487,32,2026-03-02 03:45:00,14,18
1,central,41.3763,2.16487,32,2026-03-02 04:00:00,11,21
1,central,41.3763,2.16487,32,2026-03-02 04:15:00,8,24
1,central,41.3763,2.16487,32,2026-03-02 04:30:00,11,21
1,central,41.3763,2.16487,32,2026-03-02 04:45:00,9,23
1,central,41.3763,2.16487,32,2026-03-02 05:00:00,10,22
1,central,41.3763,2.16487,32,2026-03-02 05:15:00,9,23
1,central,41.3763,2.16487,32,2026-03-02 05:30:00,12,20
1,central,41.3763,2.16487,32,2026-03-02 05:45:00,7,25
1,central,41.3763,2.16487,32,2026-03-02 06:00:00,4,28
1,central,41.3763,2.16487,32,2026-03-02 06:15:00,7,25
1,central,41.3763,2.16487,32,2026-03-02 06:30:00,6,26
1,central,41.3763,2.16487,32,2026-03-02 06:45:00,9,23
1,central,41.3763,2.16487,32,2026-03-02 07:00:00,7,25
1,central,41.3763,2.16487,32,2026-03-02 07:15:00,5,27
1,central,41.3763,2.16487,32,2026-03-02 07:30:00,8,24
1,central,41.3763,2.16487,32,2026-03-02 07:45:00,1,31
1,central,41.3763,2.16487,32,2026-03-02 08:00:00,2,30
1,central,41.3763,2.16487,32,2026-03-02 08:15:00,1,31
1,central,41.3763,2.16487,32,2026-03-02 08:30:00,2,30
1,central,41.3763,2.16487,32,2026-03-02 08:45:00,0,32
1,central,41.3763,2.16487,32,2026-03-02 09:00:00,5,27
1,central,41.3763,2.16487,32,2026-03-02 09:15:00,3,29
1,central,41.3763,2.16487,32,2026-03-02 09:30:00,0,32
1,central,41.3763,2.16487,32,2026-03-02 09:45:00,1,31
1,central,41.3763,2.16487,32,2026-03-02 10:00:00,4,28
1,central,41.3763,2.16487,32,2026-03-02 10:15:00,6,26
1,central,41.3763,2.16487,32,2026-03-02 10:30:00,9,23
1,central,41.3763,2.16487,32,2026-03-02 10:45:00,12,20
1,central,41.3763,2.16487,32,2026-03-02 11:00:00,6,26
1,central,41.3763,2.16487,32,2026-03-02 11:15:00,3,29
1,central,41.3763,2.16487,32,2026-03-02 11:30:00,0,32
1,central,41.3763,2.16487,32,2026-03-02 11:45:00,7,25
1,central,41.3763,2.16487,32,2026-03-02 12:00:00,5,27
1,central,41.3763,2.16487,32,2026-03-02 12:15:00,6,26
1,central,41.3763,2.16487,32,2026-03-02 12:30:00,7,25
1,central,41.3763,2.16487,32,2026-03-02 12:45:00,9,23
1,central,41.3763,2.16487,32,2026-03-02 13:00:00,12,20
1,central,41.3763,2.16487,32,2026-03-02 13:15:00,11,21
1,central,41.3763,2.16487,32,2026-03-02 13:30:00,11,21
1,central,41.3763,2.16487,32,2026-03-02 13:45:00,9,23
1,central,41.3763,2.16487,32,2026-03-02 14:00:00,8,24
1,central,41.3763,2.16487,32,2026-03-02 14:15:00,12,20
1,central,41.3763,2.16487,32,2026-03-02 14:30:00,14,18
1,central,41.3763,2.16487,32,2026-03-02 14:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-02 15:00:00,16,16
1,central,41.3763,2.16487,32,2026-03-02 15:15:00,19,13
1,central,41.3763,2.16487,32,2026-03-02 15:30:00,16,16
1,central,41.3763,2.16487,32,2026-03-02 15:45:00,15,17
1,central,41.3763,2.16487,32,2026-03-02 16:00:00,17,15
1,central,41.3763,2.16487,32,2026-03-02 16:15:00,18,14
1,central,41.3763,2.16487,32,2026-03-02 16:30:00,26,6
1,central,41.3763,2.16487,32,2026-03-02 16:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-02 17:00:00,25,7
1,central,41.3763,2.16487,32,2026-03-02 17:15:00,21,11
1,central,41.3763,2.16487,32,2026-03-02 17:30:00,26,6
1,central,41.3763,2.16487,32,2026-03-02 17:45:00,25,7
1,central,41.3763,2.16487,32,2026-03-02 18:00:00,25,7
1,central,41.3763,2.16487,32,2026-03-02 18:15:00,26,6
1,central,41.3763,2.16487,32,2026-03-02 18:30:00,24,8
1,central,41.3763,2.16487,32,2026-03-02 18:45:00,28,4
1,central,41.3763,2.16487,32,2026-03-02 19:00:00,26,6
1,central,41.3763,2.16487,32,2026-03-02 19:15:00,24,8
1,central,41.3763,2.16487,32,2026-03-02 19:30:00,25,7
1,central,41.3763,2.16487,32,2026-03-02 19:45:00,29,3
1,central,41.3763,2.16487,32,2026-03-02 20:00:00,32,0
1,central,41.3763,2.16487,32,2026-03-02 20:15:00,29,3
1,central,41.3763,2.16487,32,2026-03-02 20:30:00,28,4
1,central,41.3763,2.16487,32,2026-03-02 20:45:00,30,2
1,central,41.3763,2.16487,32,2026-03-02 21:00:00,32,0
1,central,41.3763,2.16487,32,2026-03-02 21:15:00,29,3
1,central,41.3763,2.16487,32,2026-03-02 21:30:00,28,4
1,central,41.3763,2.16487,32,2026-03-02 21:45:00,31,1
1,central,41.3763,2.16487,32,2026-03-02 22:00:00,29,3
1,central,41.3763,2.16487,32,2026-03-02 22:15:00,32,0
1,central,41.3763,2.16487,32,2026-03-02 22:30:00,28,4
1,central,41.3763,2.16487,32,2026-03-02 22:45:00,24,8
1,central,41.3763,2.16487,32,2026-03-02 23:00:00,24,8
1,central,41.3763,2.16487,32,2026-03-02 23:15:00,31,1
1,central,41.3763,2.16487,32,2026-03-02 23:30:00,31,1
1,central,41.3763,2.16487,32,2026-03-02 23:45:00,25,7
1,central,41.3763,2.16487,32,2026-03-03 00:00:00,24,8
1,central,41.3763,2.16487,32,2026-03-03 00:15:00,28,4
1,central,41.3763,2.16487,32,2026-03-03 00:30:00,21,11
1,central,41.3763,2.16487,32,2026-03-03 00:45:00,21,11
1,central,41.3763,2.16487,32,2026-03-03 01:00:00,24,8
1,central,41.3763,2.16487,32,2026-03-03 01:15:00,21,11
1,central,41.3763,2.16487,32,2026-03-03 01:30:00,21,11
1,central,41.3763,2.16487,32,2026-03-03 01:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-03 02:00:00,20,12
1,central,41.3763,2.16487,32,2026-03-03 02:15:00,22,10
1,central,41.3763,2.16487,32,2026-03-03 02:30:00,18,14
1,central,41.3763,2.16487,32,2026-03-03 02:45:00,18,14
1,central,41.3763,2.16487,32,2026-03-03 03:00:00,11,21
1,central,41.3763,2.16487,32,2026-03-03 03:15:00,15,17
1,central,41.3763,2.16487,32,2026-03-03 03:30:00,12,20
1,central,41.3763,2.16487,32,2026-03-03 03:45:00,10,22
1,central,41.3763,2.16487,32,2026-03-03 04:00:00,10,22
1,central,41.3763,2.16487,32,2026-03-03 04:15:00,11,21
1,central,41.3763,2.16487,32,2026-03-03 04:30:00,13,19
1,central,41.3763,2.16487,32,2026-03-03 04:45:00,7,25
1,central,41.3763,2.16487,32,2026-03-03 05:00:00,10,22
1,central,41.3763,2.16487,32,2026-03-03 05:15:00,8,24
1,central,41.3763,2.16487,32,2026-03-03 05:30:00,7,25
1,central,41.3763,2.16487,32,2026-03-03 05:45:00,10,22
1,central,41.3763,2.16487,32,2026-03-03 06:00:00,8,24
1,central,41.3763,2.16487,32,2026-03-03 06:15:00,10,22
1,central,41.3763,2.16487,32,2026-03-03 06:30:00,5,27
1,central,41.3763,2.16487,32,2026-03-03 06:45:00,4,28
1,central,41.3763,2.16487,32,2026-03-03 07:00:00,4,28
1,central,41.3763,2.16487,32,2026-03-03 07:15:00,5,27
1,central,41.3763,2.16487,32,2026-03-03 07:30:00,5,27
1,central,41.3763,2.16487,32,2026-03-03 07:45:00,1,31
1,central,41.3763,2.16487,32,2026-03-03 08:00:00,4,28
1,central,41.3763,2.16487,32,2026-03-03 08:15:00,4,28
1,central,41.3763,2.16487,32,2026-03-03 08:30:00,10,22
1,central,41.3763,2.16487,32,2026-03-03 08:45:00,8,24
1,central,41.3763,2.16487,32,2026-03-03 09:00:00,1,31
1,central,41.3763,2.16487,32,2026-03-03 09:15:00,2,30
1,central,41.3763,2.16487,32,2026-03-03 09:30:00,0,32
1,central,41.3763,2.16487,32,2026-03-03 09:45:00,2,30
1,central,41.3763,2.16487,32,2026-03-03 10:00:00,4,28
1,central,41.3763,2.16487,32,2026-03-03 10:15:00,7,25
1,central,41.3763,2.16487,32,2026-03-03 10:30:00,2,30
1,central,41.3763,2.16487,32,2026-03-03 10:45:00,3,29
1,central,41.3763,2.16487,32,2026-03-03 11:00:00,0,32
1,central,41.3763,2.16487,32,2026-03-03 11:15:00,5,27
1,central,41.3763,2.16487,32,2026-03-03 11:30:00,3,29
1,central,41.3763,2.16487,32,2026-03-03 11:45:00,5,27
1,central,41.3763,2.16487,32,2026-03-03 12:00:00,5,27
1,central,41.3763,2.16487,32,2026-03-03 12:15:00,7,25
1,central,41.3763,2.16487,32,2026-03-03 12:30:00,4,28
1,central,41.3763,2.16487,32,2026-03-03 12:45:00,5,27
1,central,41.3763,2.16487,32,2026-03-03 13:00:00,15,17
1,central,41.3763,2.16487,32,2026-03-03 13:15:00,7,25
1,central,41.3763,2.16487,32,2026-03-03 13:30:00,8,24
1,central,41.3763,2.16487,32,2026-03-03 13:45:00,17,15
1,central,41.3763,2.16487,32,2026-03-03 14:00:00,20,12
1,central,41.3763,2.16487,32,2026-03-03 14:15:00,11,21
1,central,41.3763,2.16487,32,2026-03-03 14:30:00,13,19
1,central,41.3763,2.16487,32,2026-03-03 14:45:00,16,16
1,central,41.3763,2.16487,32,2026-03-03 15:00:00,20,12
1,central,41.3763,2.16487,32,2026-03-03 15:15:00,14,18
1,central,41.3763,2.16487,32,2026-03-03 15:30:00,17,15
1,central,41.3763,2.16487,32,2026-03-03 15:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-03 16:00:00,20,12
1,central,41.3763,2.16487,32,2026-03-03 16:15:00,19,13
1,central,41.3763,2.16487,32,2026-03-03 16:30:00,21,11
1,central,41.3763,2.16487,32,2026-03-03 16:45:00,18,14
1,central,41.3763,2.16487,32,2026-03-03 17:00:00,22,10
1,central,41.3763,2.16487,32,2026-03-03 17:15:00,22,10
1,central,41.3763,2.16487,32,2026-03-03 17:30:00,24,8
1,central,41.3763,2.16487,32,2026-03-03 17:45:00,23,9
1,central,41.3763,2.16487,32,2026-03-03 18:00:00,26,6
1,central,41.3763,2.16487,32,2026-03-03 18:15:00,28,4
1,central,41.3763,2.16487,32,2026-03-03 18:30:00,27,5
1,central,41.3763,2.16487,32,2026-03-03 18:45:00,28,4
1,central,41.3763,2.16487,32,2026-03-03 19:00:00,27,5
1,central,41.3763,2.16487,32,2026-03-03 19:15:00,27,5
1,central,41.3763,2.16487,32,2026-03-03 19:30:00,26,6
1,central,41.3763,2.16487,32,2026-03-03 19:45:00,29,3
1,central,41.3763,2.16487,32,2026-03-03 20:00:00,28,4
1,central,41.3763,2.16487,32,2026-03-03 20:15:00,32,0
1,central,41.3763,2.16487,32,2026-03-03 20:30:00,32,0
1,central,41.3763,2.16487,32,2026-03-03 20:45:00,30,2
1,central,41.3763,2.16487,32,2026-03-03 21:00:00,27,5
1,central,41.3763,2.16487,32,2026-03-03 21:15:00,26,6
1,central,41.3763,2.16487,32,2026-03-03 21:30:00,32,0
1,central,41.3763,2.16487,32,2026-03-03 21:45:00,29,3
1,central,41.3763,2.16487,32,2026-03-03 22:00:00,30,2
1,central,41.3763,2.16487,32,2026-03-03 22:15:00,24,8
1,central,41.3763,2.16487,32,2026-03-03 22:30:00,30,2
1,central,41.3763,2.16487,32,2026-03-03 22:45:00,29,3
1,central,41.3763,2.16487,32,2026-03-03 23:00:00,24,8
1,central,41.3763,2.16487,32,2026-03-03 23:15:00,25,7
1,central,41.3763,2.16487,32,2026-03-03 23:30:00,27,5
1,central,41.3763,2.16487,32,2026-03-03 23:45:00,26,6
1,central,41.3763,2.16487,32,2026-03-04 00:00:00,24,8
1,central,41.3763,2.16487,32,2026-03-04 00:15:00,24,8
1,central,41.3763,2.16487,32,2026-03-04 00:30:00,23,9
1,central,41.3763,2.16487,32,2026-03-04 00:45:00,24,8
1,central,41.3763,2.16487,32,2026-03-04 01:00:00,26,6
1,central,41.3763,2.16487,32,2026-03-04 01:15:00,15,17
1,central,41.3763,2.16487,32,2026-03-04 01:30:00,20,12
1,central,41.3763,2.16487,32,2026-03-04 01:45:00,21,11
1,central,41.3763,2.16487,32,2026-03-04 02:00:00,20,12
1,central,41.3763,2.16487,32,2026-03-04 02:15:00,18,14
1,central,41.3763,2.16487,32,2026-03-04 02:30:00,13,19
1,central,41.3763,2.16487,32,2026-03-04 02:45:00,18,14
1,central,41.3763,2.16487,32,2026-03-04 03:00:00,20,12
1,central,41.3763,2.16487,32,2026-03-04 03:15:00,11,21
1,central,41.3763,2.16487,32,2026-03-04 03:30:00,17,15
1,central,41.3763,2.16487,32,2026-03-04 03:45:00,13,19
1,central,41.3763,2.16487,32,2026-03-04 04:00:00,13,19
1,central,41.3763,2.16487,32,2026-03-04 04:15:00,9,23
1,central,41.3763,2.16487,32,2026-03-04 04:30:00,10,22
1,central,41.3763,2.16487,32,2026-03-04 04:45:00,14,18
1,central,41.3763,2.16487,32,2026-03-04 05:00:00,11,21
1,central,41.3763,2.16487,32,2026-03-04 05:15:00,13,19
1,central,41.3763,2.16487,32,2026-03-04 05:30:00,11,21
1,central,41.3763,2.16487,32,2026-03-04 05:45:00,9,23
1,central,41.3763,2.16487,32,2026-03-04 06:00:00,11,21
1,central,41.3763,2.16487,32,2026-03-04 06:15:00,8,24
1,central,41.3763,2.16487,32,2026-03-04 06:30:00,8,24
1,central,41.3763,2.16487,32,2026-03-04 06:45:00,5,27
1,central,41.3763,2.16487,32,2026-03-04 07:00:00,5,27
1,central,41.3763,2.16487,32,2026-03-04 07:15:00,3,29
1,central,41.3763,2.16487,32,2026-03-04 07:30:00,7,25
1,central,41.3763,2.16487,32,2026-03-04 07:45:00,1,31
1,central,41.3763,2.16487,32,2026-03-04 08:00:00,6,26
1,central,41.3763,2.16487,32,2026-03-04 08:15:00,3,29
1,central,41.3763,2.16487,32,2026-03-04 08:30:00,6,26
1,central,41.3763,2.16487,32,2026-03-04 08:45:00,5,27
1,central,41.3763,2.16487,32,2026-03-04 09:00:00,8,24
1,central,41.3763,2.16487,32,2026-03-04 09:15:00,5,27
1,central,41.3763,2.16487,32,2026-03-04 09:30:00,0,32
1,central,41.3763,2.16487,32,2026-03-04 09:45:00,3,29
1,central,41.3763,2.16487,32,2026-03-04 10:00:00,1,31
1,central,41.3763,2.16487,32,2026-03-04 10:15:00,3,29
1,central,41.3763,2.16487,32,2026-03-04 10:30:00,8,24
1,central,41.3763,2.16487,32,2026-03-04 10:45:00,6,26
1,central,41.3763,2.16487,32,2026-03-04 11:00:00,3,29
1,central,41.3763,2.16487,32,2026-03-04 11:15:00,3,29
1,central,41.3763,2.16487,32,2026-03-04 11:30:00,6,26
1,central,41.3763,2.16487,32,2026-03-04 11:45:00,3,29
1,central,41.3763,2.16487,32,2026-03-04 12:00:00,5,27
1,central,41.3763,2.16487,32,2026-03-04 12:15:00,8,24
1,central,41.3763,2.16487,32,2026-03-04 12:30:00,11,21
1,central,41.3763,2.16487,32,2026-03-04 12:45:00,10,22
1,central,41.3763,2.16487,32,2026-03-04 13:00:00,4,28
1,central,41.3763,2.16487,32,2026-03-04 13:15:00,11,21
1,central,41.3763,2.16487,32,2026-03-04 13:30:00,11,21
1,central,41.3763,2.16487,32,2026-03-04 13:45:00,13,19
1,central,41.3763,2.16487,32,2026-03-04 14:00:00,17,15
1,central,41.3763,2.16487,32,2026-03-04 14:15:00,8,24
1,central,41.3763,2.16487,32,2026-03-04 14:30:00,13,19
1,central,41.3763,2.16487,32,2026-03-04 14:45:00,17,15
1,central,41.3763,2.16487,32,2026-03-04 15:00:00,12,20
1,central,41.3763,2.16487,32,2026-03-04 15:15:00,21,11
1,central,41.3763,2.16487,32,2026-03-04 15:30:00,19,13
1,central,41.3763,2.16487,32,2026-03-04 15:45:00,21,11
1,central,41.3763,2.16487,32,2026-03-04 16:00:00,18,14
1,central,41.3763,2.16487,32,2026-03-04 16:15:00,22,10
1,central,41.3763,2.16487,32,2026-03-04 16:30:00,24,8
1,central,41.3763,2.16487,32,2026-03-04 16:45:00,22,10
1,central,41.3763,2.16487,32,2026-03-04 17:00:00,23,9
1,central,41.3763,2.16487,32,2026-03-04 17:15:00,24,8
1,central,41.3763,2.16487,32,2026-03-04 17:30:00,22,10
1,central,41.3763,2.16487,32,2026-03-04 17:45:00,24,8
1,central,41.3763,2.16487,32,2026-03-04 18:00:00,25,7
1,central,41.3763,2.16487,32,2026-03-04 18:15:00,27,5
1,central,41.3763,2.16487,32,2026-03-04 18:30:00,29,3
1,central,41.3763,2.16487,32,2026-03-04 18:45:00,24,8
1,central,41.3763,2.16487,32,2026-03-04 19:00:00,27,5
1,central,41.3763,2.16487,32,2026-03-04 19:15:00,31,1
1,central,41.3763,2.16487,32,2026-03-04 19:30:00,26,6
1,central,41.3763,2.16487,32,2026-03-04 19:45:00,26,6
1,central,41.3763,2.16487,32,2026-03-04 20:00:00,29,3
1,central,41.3763,2.16487,32,2026-03-04 20:15:00,31,1
1,central,41.3763,2.16487,32,2026-03-04 20:30:00,29,3
1,central,41.3763,2.16487,32,2026-03-04 20:45:00,32,0
1,central,41.3763,2.16487,32,2026-03-04 21:00:00,31,1
1,central,41.3763,2.16487,32,2026-03-04 21:15:00,31,1
1,central,41.3763,2.16487,32,2026-03-04 21:30:00,30,2
1,central,41.3763,2.16487,32,2026-03-04 21:45:00,32,0
1,central,41.3763,2.16487,32,2026-03-04 22:00:00,28,4
1,central,41.3763,2.16487,32,2026-03-04 22:15:00,23,9
1,central,41.3763,2.16487,32,2026-03-04 22:30:00,32,0
1,central,41.3763,2.16487,32,2026-03-04 22:45:00,26,6
1,central,41.3763,2.16487,32,2026-03-04 23:00:00,27,5
1,central,41.3763,2.16487,32,2026-03-04 23:15:00,30,2
1,central,41.3763,2.16487,32,2026-03-04 23:30:00,22,10
1,central,41.3763,2.16487,32,2026-03-04 23:45:00,22,10
1,central,41.3763,2.16487,32,2026-03-05 00:00:00,21,11
1,central,41.3763,2.16487,32,2026-03-05 00:15:00,22,10
1,central,41.3763,2.16487,32,2026-03-05 00:30:00,25,7
1,central,41.3763,2.16487,32,2026-03-05 00:45:00,24,8
1,central,41.3763,2.16487,32,2026-03-05 01:00:00,23,9
1,central,41.3763,2.16487,32,2026-03-05 01:15:00,18,14
1,central,41.3763,2.16487,32,2026-03-05 01:30:00,15,17
1,central,41.3763,2.16487,32,2026-03-05 01:45:00,20,12
1,central,41.3763,2.16487,32,2026-03-05 02:00:00,18,14
1,central,41.3763,2.16487,32,2026-03-05 02:15:00,20,12
1,central,41.3763,2.16487,32,2026-03-05 02:30:00,19,13
1,central,41.3763,2.16487,32,2026-03-05 02:45:00,17,15
1,central,41.3763,2.16487,32,2026-03-05 03:00:00,18,14
1,central,41.3763,2.16487,32,2026-03-05 03:15:00,16,16
1,central,41.3763,2.16487,32,2026-03-05 03:30:00,16,16
1,central,41.3763,2.16487,32,2026-03-05 03:45:00,12,20
1,central,41.3763,2.16487,32,2026-03-05 04:00:00,12,20
1,central,41.3763,2.16487,32,2026-03-05 04:15:00,12,20
1,central,41.3763,2.16487,32,2026-03-05 04:30:00,13,19
1,central,41.3763,2.16487,32,2026-03-05 04:45:00,9,23
1,central,41.3763,2.16487,32,2026-03-05 05:00:00,11,21
1,central,41.3763,2.16487,32,2026-03-05 05:15:00,8,24
1,central,41.3763,2.16487,32,2026-03-05 05:30:00,8,24
1,central,41.3763,2.16487,32,2026-03-05 05:45:00,10,22
1,central,41.3763,2.16487,32,2026-03-05 06:00:00,2,30
1,central,41.3763,2.16487,32,2026-03-05 06:15:00,3,29
1,central,41.3763,2.16487,32,2026-03-05 06:30:00,2,30
1,central,41.3763,2.16487,32,2026-03-05 06:45:00,0,32
1,central,41.3763,2.16487,32,2026-03-05 07:00:00,3,29
1,central,41.3763,2.16487,32,2026-03-05 07:15:00,6,26
1,central,41.3763,2.16487,32,2026-03-05 07:30:00,3,29
1,central,41.3763,2.16487,32,2026-03-05 07:45:00,4,28
1,central,41.3763,2.16487,32,2026-03-05 08:00:00,6,26
1,central,41.3763,2.16487,32,2026-03-05 08:15:00,7,25
1,central,41.3763,2.16487,32,2026-03-05 08:30:00,3,29
1,central,41.3763,2.16487,32,2026-03-05 08:45:00,7,25
1,central,41.3763,2.16487,32,2026-03-05 09:00:00,3,29
1,central,41.3763,2.16487,32,2026-03-05 09:15:00,1,31
